codigo_softland,descripcion,unidad_medida,rubro,prefijo_rubro,subrubro,prefijo_subrubro
6999,BUJE TIPO SALTO DE 90 (80 MM DE LARGO 48 MM DIAM EXT X 7/8 MM DIAM INT),UN,TALLER,TAL,RODAMIENTOS,ROD
7000,ESTABILIZADOR DE DIRECCION (AMORTIGUADOR),UN,TALLER,TAL,FERRETERIA,FER
7001,PULMON DE SUSPENSION NEUMATICA,UN,TALLER,TAL,FRENO Y SUSPENSION,FYS
7002,PAQUETE ELASTICO,UN,TALLER,TAL,FRENO Y SUSPENSION,FYS
7003,TENSOR FIJO,UN,TALLER,TAL,TRANSMISION,TRN
7004,TENSOR REGULABLE,UN,TALLER,TAL,TRANSMISION,TRN
7005,AMORTIGUADOR,UN,TALLER,TAL,FRENO Y SUSPENSION,FYS
7006,ABRAZADERA DE ELASTICO,UN,TALLER,TAL,FRENO Y SUSPENSION,FYS
7007,FILTRO DE AIRE 1418-1725 PARA M.BENZ ATEGO 1725/42,UN,TALLER,TAL,FILTROS,FIL
7008,TACOMETRO,UN,TALLER,TAL,FERRETERIA,FER
7009,OJAL DE BARRA ESTABILIZADORA,UN,TALLER,TAL,HIERROS,HIE
7010,CUNA DE EJE,UN,TALLER,TAL,FERRETERIA,FER
7011,BASE DE ABRAZADERA,UN,TALLER,TAL,BULONERIA,BUL
7012,HOJAS DE SAE 1050 CON AGUJ. TRAT.TERMICO 25.4 X 101.6 X 1215MM P/SUSP EJE,UN,TALLER,TAL,FERRETERIA,FER
7013,HOJAS DE SAE 1050 CON AGUJ. TRAT.TERMICO 25.4 X 101.6 X 910 MM P/SUSP EJE,UN,TALLER,TAL,FERRETERIA,FER
7014,HOJAS DE SAE 1050 CON AGUJ. TRAT.TERMICO 25.4 X 101.6 X 700 MM P/SUSP EJE,UN,TALLER,TAL,FERRETERIA,FER
7015,HOJAS DE SAE 1050 CON AGUJ. TRAT.TERMICO 1215 DE 31MM X 100 P/SUSP EJE,UN,TALLER,TAL,FERRETERIA,FER
7016,HOJAS DE SAE 1050 CON AGUJ. TRAT.TERMICO 940 DE 31 MM X 100 P/SUSP EJE,UN,TALLER,TAL,FERRETERIA,FER
7017,ELEMENTOS VARIOS,UN,TALLER,TAL,FERRETERIA,FER
7018,"Hojas de SAE 1050 de 38,1 mm de espesor x 101,6 mm de ancho x 700 mm de largo",UN,TALLER,TAL,FERRETERIA,FER
7019,HOJAS DE SAE 1050 CON AGUJ. TRAT.TERMICO 31.7 X 76 X 910 MM P/SUSP EJE,UN,TALLER,TAL,FERRETERIA,FER
7020,HOJAS DE SAE 1050 CON AGUJ. TRAT.TERMICO 31.7 X 76 X 1215 MM P/SUSP EJE,UN,TALLER,TAL,FERRETERIA,FER
7021,HOJAS DE SAE 1050 CON AGUJ. TRAT.TERMICO 38 X 76 X 700 MM P/SUSP EJE,UN,TALLER,TAL,FERRETERIA,FER
7022,HOJA REYCO AR 74 LARGA,UN,TALLER,TAL,FERRETERIA,FER
7023,PLAQUETA SUPERIOR HOJA REYCO AR 74 LARGA,UN,TALLER,TAL,FERRETERIA,FER
7024,"Hojas de SAE 1050 de 38,1 mm de espesor x 90 mm de ancho x 1215 mm de largo",UN,TALLER,TAL,FERRETERIA,FER
7025,"Hojas de SAE 1050 de 38,1 mm de espesor x 90 mm de ancho x 940 mm de largo",UN,TALLER,TAL,FERRETERIA,FER
7025,TUBO CUADRADO NOR FAB 80 X 80 X 6.35 SIN COSTURA,MT,TALLER,TAL,HIERROS,HIE
7026,TUBO CUADRADO NOR FAB 160 X 80 X 6.35 *usar 07026*,KG,TALLER,TAL,HIERROS,HIE
7026,TUBO CUADRADO NOR FAB 160 X 80 X 6.35 SIN COSTURA,MT,TALLER,TAL,HIERROS,HIE
7027,TENSOR REG. C/BUJE RECTO DE 80MM INT.22MM LARGO ESTABLE 34CM OJO DE TENSOR 70 MM (PARA SUSPENSION REYCO),UN,TALLER,TAL,TRANSMISION,TRN
7028,PULMON DE SUSPENSION COMPLETO MEDIDAS 31-170-140-435,UN,TALLER,TAL,FRENO Y SUSPENSION,FYS
7029,PULMON DE SUSPENSION COMPLETO MEDIDAS 31-170-140-395,UN,TALLER,TAL,FRENO Y SUSPENSION,FYS
7030,TUBO CUADRADO NOR FAB 140 X 60 X 6.35 SIN COSTURA,KG,TALLER,TAL,HIERROS,HIE
7031,"BASE TENSORA SOP. ELASTICO 75MM REF. P.PERNO1""",UN,TALLER,TAL,FRENO Y SUSPENSION,FYS
7032,GUIA DE ABRAZADERA (SUPERIOR DE ELASTICO 75MM),UN,TALLER,TAL,FRENO Y SUSPENSION,FYS
7042,REPARACION CILINDROS TELASCOPICO,UN,TALLER,TAL,CILINDROS,CIL
7504,DUROL MD 08 345MMM,UN,TALLER,TAL,FERRETERIA,FER
7522,LLANTAS 22.5 SAD.,UN,TALLER,TAL,LLANTAS,LLA
7523,ADAPTACIÓN TOMA DE FUERZA PARA M.BENZ/ RENAULT,UN,TALLER,TAL,ELECTRICIDAD,ELE
7524,ADAPTACIÓN TOMA DE FUERZA PARA SCANIA,UN,TALLER,TAL,ELECTRICIDAD,ELE
7525,CAJA DE SEGURIDAD COMPLETA MODELO N° 2 180x210x230 mm,UN,TALLER,TAL,FERRETERIA,FER
8000,KG DE TRAPO,KG,TALLER,TAL,CORTE Y ABRASIVOS,CYA
8010,PAR DE GUANTES G7 ARPS 1CMOTPVC,UN,TALLER,TAL,EPP,EPP
8011,CENTRAL HIDRAULICA DE 24 V.,UN,TALLER,TAL,HIDRAULICA,HID
8012,CENTRAL HIDRAULICA DE 12 V.,UN,TALLER,TAL,HIDRAULICA,HID
8013,TANQUE PARA CENTRAL HIDRAULICA DE 60 LTS.,UN,TALLER,TAL,GUIAS RAMPAS Y PECHO,GRP
8014,"ANILLO SELLADOR MANIFOLD BASICO TIPO "" Y """,UN,TALLER,TAL,ACEITES,ACE
8015,MOTOR ELECTRICO DE 3KW,UN,TALLER,TAL,REPUESTOS,RPU
8016,BRIDA DE ADAPTACION,UN,TALLER,TAL,FERRETERIA,FER
8017,BRIDA DE ADAPTACION PARA TANQUE DE CENTRAL HIDRAULICA,UN,TALLER,TAL,HIDRAULICA,HID
8018,TRAJE LLUVIA COMPL.AZUL C/LOGO,UN,TALLER,TAL,FERRETERIA,FER
8022,CADENA HIELO / NIEVE,UN,TALLER,TAL,EPP,EPP
8040,BUZO GRIS,UN,TALLER,TAL,ROPA,ROP
8103,RETEN DISTRIB.MOTOR MWM,UN,TALLER,TAL,RODAMIENTOS,ROD
8104,"CIERRE RAPIDO VERTICAL BRAZO ""U"" MODELO CR12U",UN,TALLER,TAL,PALANCAS,PAL
8108,JUNTA MULTIPLE ESCAPE,UN,TALLER,TAL,REPUESTOS,RPU
8109,JUNTA TAPA VALVULA FORD 14000,UN,TALLER,TAL,VALVULAS,VAL
8110,JGO. JUNTAS PARA CAJA,UN,TALLER,TAL,REPUESTOS,RPU
8111,MANGUERAS PARA RADIADOR SUP E INF,UN,TALLER,TAL,MANGUERAS,MAN
8113,CONJ. DE EMBRAGUE F14000,UN,TALLER,TAL,TRANSMISION,TRN
8118,OJAL PARA SOLDAR PORTA CRUCETA,UN,TALLER,TAL,SOLDADURA,SOL
8119,JGO.JUNTA SUPERIOR,UN,TALLER,TAL,FERRETERIA,FER
8126,PUNTERA ESTRIADA CARDAN,UN,TALLER,TAL,TRANSMISION,TRN
8127,HORQUILLA DESLIZANTE CARDAN,UN,TALLER,TAL,TRANSMISION,TRN
8128,JUNTA ADM. Y ESCAPE,UN,TALLER,TAL,REPUESTOS,RPU
8137,MANGUERA M.W.M. TERMOSTATO,UN,TALLER,TAL,MANGUERAS,MAN
8138,COJINETES BANCADA STD (PAR),UN,TALLER,TAL,FERRETERIA,FER
8139,COJINETES MEDIOS (PLAQUETA ELAST. INFERIOR P/ABRAZ. 75MM),UN,TALLER,TAL,FRENO Y SUSPENSION,FYS
8142,JUNTAS CAJA DISTRIBUCION,UN,TALLER,TAL,REPUESTOS,RPU
8143,CA¥O INYECTOR N§1 AL N§6,UN,TALLER,TAL,FERRETERIA,FER
8145,RETEN BANCADA MOTOR M.W.M.,UN,TALLER,TAL,RODAMIENTOS,ROD
8150,TAPA ROSCA PISTON BRONCE,UN,TALLER,TAL,CILINDROS,CIL
8151,SOPOR.DE GOMA Y EJE CARDA,UN,TALLER,TAL,FERRETERIA,FER
8152,PERILLA DE PALANCA CAMBIO,UN,TALLER,TAL,PALANCAS,PAL
8156,COJINETES DE BIELA STD (PAR),UN,TALLER,TAL,FERRETERIA,FER
8158,JUNTA TAPA CILIN ORIGINAL,UN,TALLER,TAL,REPUESTOS,RPU
8160,VARILLA LEVANTA VALVULA M.W.M.,UN,TALLER,TAL,VALVULAS,VAL
8162,TCA.DE CANONERA Y ARANDEL,UN,TALLER,TAL,FERRETERIA,FER
8166,BULBO PRESION DE ACEITE,UN,TALLER,TAL,ACEITES,ACE
8167,RETEN DE ACEITE YUGO PI¥ON,UN,TALLER,TAL,ACEITES,ACE
8169,AMORTIGUADOR DE CIGUE¥AL,UN,TALLER,TAL,FRENO Y SUSPENSION,FYS
8170,EMBRAGUE VISCOSO F-14000 93,UN,TALLER,TAL,TRANSMISION,TRN
8171,CORREA PARA BOMBA DE AGUA FORD 1722,UN,TALLER,TAL,TRANSMISION,TRN
8172,CORREA PARA AIRE ACONDICIONADO FORD 1722,UN,TALLER,TAL,TRANSMISION,TRN
8181,BOMBA DE DIRECCION HIDRAULICA,UN,TALLER,TAL,HIDRAULICA,HID
8182,MANGUERA ALIMENTACION DIREC.,UN,TALLER,TAL,MANGUERAS,MAN
8189,TAPA CILINDRO MWM D229,UN,TALLER,TAL,CILINDROS,CIL
8190,TRABA DE VALVULA MWM D229,UN,TALLER,TAL,VALVULAS,VAL
8192,TAPA DEPOSITO RADIADOR F14000,UN,TALLER,TAL,REPUESTOS,RPU
8193,TAPA DEPOSITO REFRIGER F14000,UN,TALLER,TAL,REPUESTOS,RPU
8197,ENGRANAJE DE DIRECTA DE CAJA,UN,TALLER,TAL,TRANSMISION,TRN
8198,RODILLO INT.DIRECTA F-14000,UN,TALLER,TAL,PINTURA,PIN
8199,RODILLOS DE PATINES DE FRENOS,UN,TALLER,TAL,FRENO Y SUSPENSION,FYS
8203,MAZA INTERIOR SINCRONIZADO,UN,TALLER,TAL,RODAMIENTOS,ROD
8204,BUJE O COJINETE DE GUIA ENGRAN.,UN,TALLER,TAL,GUIAS RAMPAS Y PECHO,GRP
8205,CONO DE ENG.DIRECTA CAJA VEL,UN,TALLER,TAL,REPUESTOS,RPU
8207,TUERCA PRISIONERO DE ESCAPE MW,UN,TALLER,TAL,BULONERIA,BUL
8254,ANILLO RODAMIENTO SUP.COL.,UN,TALLER,TAL,RODAMIENTOS,ROD
8255,MOTOR COMBUSTION INTERNA,UN,TALLER,TAL,REPUESTOS,RPU
8256,RESORTE PARA RAMPA MANUAL TRASERA VULCANO,UN,TALLER,TAL,GUIAS RAMPAS Y PECHO,GRP
8257,IMAN CERAMICO/FERRITE ANILLO 55X24X8 MM,UN,TALLER,TAL,FERRETERIA,FER
8258,ESPONJA DE CUERO ECOLÓGICO CON ELASTICO DE AGARRE E IMAGEN IMPRESA NRO OCHO TIPO DIGITAL,UN,TALLER,TAL,FRENO Y SUSPENSION,FYS
8270,Mangueras de aire para semi espesor ½ pulgada y 5mts de largo con acople rápido en los extremos de 3/8 (macho y hembra),UN,TALLER,TAL,MANGUERAS,MAN
8999,REPARACIONES/REPUESTOS TERC.,UN,TALLER,TAL,REPUESTOS,RPU
10427,ANTEOJO DE SEGURIDAD COLOR CRISTAL,UN,TALLER,TAL,FERRETERIA,FER
11006,REPARACION PAQUETE DE ELASTICO,UN,TALLER,TAL,FRENO Y SUSPENSION,FYS
15052,CAÑO 60.3 MM SIN COSTURA X 5.6 MM DE ESPESOR,KG,TALLER,TAL,HIERROS,HIE
25052,CAÑO 60.3 MM SIN COSTURA X 4.8 MM DE ESPESOR,MT,TALLER,TAL,HIERROS,HIE
50144,ESTRUCTURAL DE 60 X 40,MT,TALLER,TAL,HIERROS,HIE
98000,BOMBA DE FRENO,UN,TALLER,TAL,FRENO Y SUSPENSION,FYS
98001,BOMBA DE EMBRAGUE,UN,TALLER,TAL,TRANSMISION,TRN
98002,BOMBIN,UN,TALLER,TAL,FERRETERIA,FER
98003,PERFIL DE ALUMINIO PARA LONA,UN,TALLER,TAL,LONAS,LON
99999,PLANCHUELA DE 1/4 X 15 CM,MT,TALLER,TAL,HIERROS,HIE
937,TRACA,UN,TALLER,TAL,FERRETERIA,FER
5020,ALMOHADILLA CON IMANES,UN,TALLER,TAL,FERRETERIA,FER
2026,CEPILLOS PLASTICO DURO 30 * 8,UN,TALLER,TAL,CORTE Y ABRASIVOS,CYA
4115,2GB (2X1GB KIT) PC2-5300 CL5 ECC DDR2 SDRAM DIMM,UN,TALLER,TAL,REPUESTOS,RPU
4116,512MB DDR2 667 SDRAM DIMM MEMORY,UN,TALLER,TAL,FERRETERIA,FER
414,ABRAZADERA DE VULCANO,UN,TALLER,TAL,BULONERIA,BUL
227,ABRAZADERAS,UN,TALLER,TAL,BULONERIA,BUL
4160,ABSORBENTE ECOLOGICO,UN,TALLER,TAL,FERRETERIA,FER
4160,ABSORBENTE PARA DERRAMES,UN,TALLER,TAL,FERRETERIA,FER
200,ACCESORIOS,UN,TALLER,TAL,FERRETERIA,FER
17,ACEITE,LT,TALLER,TAL,ACEITES,ACE
3098,ACEITE DIESEL YPF PLUS 15W40 EXTRA VIDA,LT,TALLER,TAL,ACEITES,ACE
3099,ACEITE ELAION DIESEL 15W40 SEMISINTETICO (P/SPRINTER),UN,TALLER,TAL,ACEITES,ACE
6600,ACOPLADOS TANQUES 1500 LITROS,UN,TALLER,TAL,REPUESTOS,RPU
6598,"ACOPLE RAP. INSTANTAIRE 1/4"" BSP 4102-0",UN,TALLER,TAL,CONEXIONES,CON
224,ACOPLE RAPIDO,UN,TALLER,TAL,CONEXIONES,CON
105,ACOPLE RAPIDO 3/8 PLASTICO,UN,TALLER,TAL,CONEXIONES,CON
106,ACOPLE RAPIDO 10 PLASTICO,UN,TALLER,TAL,CONEXIONES,CON
8040,Acoples rapidos 1/2 pulgada,UN,TALLER,TAL,CONEXIONES,CON
8041,Acoples rapidos 1/4 pulgada,UN,TALLER,TAL,CONEXIONES,CON
6566,ADERENTE PARA PLASTICOS 820 X 1,UN,TALLER,TAL,FERRETERIA,FER
6593,ADITIVO REF. DIESEL,UN,TALLER,TAL,ACEITES,ACE
6518,AEROGRAFO BRUSH VIT,UN,TALLER,TAL,FERRETERIA,FER
6517,AEROGRAFO MOD 276,UN,TALLER,TAL,FERRETERIA,FER
3094,AGUA DESTILADA,LT,TALLER,TAL,ACEITES,ACE
3033,AGUA VALVOLINE,LT,TALLER,TAL,FERRETERIA,FER
4118,AIRE ACONDICIONADO,UN,TALLER,TAL,FERRETERIA,FER
7032,AIREADORES,UN,TALLER,TAL,FERRETERIA,FER
2023,ALARGUES DE VALVULA PARA CUBIERTA,UN,TALLER,TAL,VALVULAS,VAL
3072,ALINEACION,UN,TALLER,TAL,FERRETERIA,FER
4026,ALQUILER DE PREDIO,UN,TALLER,TAL,FERRETERIA,FER
8010,"AMARRE COMPLETO AZUL 50MMX2,5MTS+3TACOS",UN,TALLER,TAL,FERRETERIA,FER
4112,AMPLIAACION DE MEMORIA A 1GB,UN,TALLER,TAL,FERRETERIA,FER
4051,APAREJO,UN,TALLER,TAL,FERRETERIA,FER
6674,Aquapon epoxi gris catalizado,LT,TALLER,TAL,FERRETERIA,FER
6770,AROMATIZADOR,UN,TALLER,TAL,FERRETERIA,FER
2090,ARTEFACTOS ILUMINACION,UN,TALLER,TAL,FERRETERIA,FER
237,ARTICULO FERRETERIA,UN,TALLER,TAL,FERRETERIA,FER
238,ARTICULO FERRETERIA KG,KG,TALLER,TAL,FERRETERIA,FER
6800,ARTICULOS PARA DONACIONES Y PREMIOS,UN,TALLER,TAL,FERRETERIA,FER
6549,ASPIRADORA SOTECO BASE 415,UN,TALLER,TAL,FERRETERIA,FER
3085,AT E. FILTRO DE AIRE 1418-1725.,UN,TALLER,TAL,FILTROS,FIL
8000,AVISO,UN,TALLER,TAL,FERRETERIA,FER
4163,AZUCAR,UN,TALLER,TAL,FERRETERIA,FER
6722,B.carrocera75x5x50/50 12,UN,TALLER,TAL,FERRETERIA,FER
3073,BALANCEO,UN,TALLER,TAL,FERRETERIA,FER
8060,BALIZA ELECTRONICA 40 LEDS BIVOLTAJE 12/24V AMBAR,UN,TALLER,TAL,ELECTRICIDAD,ELE
8032,BALIZA LICUADORA LED 24V,UN,TALLER,TAL,ELECTRICIDAD,ELE
2020,BANDAS REFLECTIVAS,UN,TALLER,TAL,CALCOS Y CARTELES,CYC
2021,BANDAS REFLECTIVAS CEBRADAS,UN,TALLER,TAL,CALCOS Y CARTELES,CYC
2022,BANDAS REFLECTIVAS VELOCIDAD MAXIMA,UN,TALLER,TAL,CALCOS Y CARTELES,CYC
99,BANDERAS,UN,TALLER,TAL,FERRETERIA,FER
8031,BANDERINES PARA BOLIVIA,UN,TALLER,TAL,FERRETERIA,FER
6702,BARRA DE EXTENS ENC 1/4 150MM,UN,TALLER,TAL,HIERROS,HIE
6756,BARRA DE FUERZA MARCA RASELLI DE 600 MM,UN,TALLER,TAL,HIERROS,HIE
6661,barras de 6 mts. de largo de caño redondo de 2 pulgadas x 2 mm de espesor,UN,TALLER,TAL,HIERROS,HIE
6558,"BASICO 700 X 3,5 LTS",LT,TALLER,TAL,ACEITES,ACE
6609,BASICO 701 X 3.5 LTS,LT,TALLER,TAL,ACEITES,ACE
6610,BASICO 703 X 1 LTS,LT,TALLER,TAL,ACEITES,ACE
6578,BASICO 703 X 1 LTS,LT,TALLER,TAL,ACEITES,ACE
6642,BASICO 717 X 1 LTS,LT,TALLER,TAL,ACEITES,ACE
6577,"BASICO 717 X 3,5 LTS",LT,TALLER,TAL,ACEITES,ACE
6579,BASICO 728 X 1 LTS,LT,TALLER,TAL,ACEITES,ACE
6641,"BASICO 740 X 3,5 LTS",LT,TALLER,TAL,ACEITES,ACE
6636,BASICO 748 X 1 LTS,LT,TALLER,TAL,ACEITES,ACE
6576,BASICO 751 X 1 LTS,LT,TALLER,TAL,ACEITES,ACE
6729,BASICO 752 X 1 LTS,LT,TALLER,TAL,ACEITES,ACE
6559,BASICO 753 X 1 LT,LT,TALLER,TAL,ACEITES,ACE
6657,BASICO 754 X 1 LTS,UN,TALLER,TAL,ACEITES,ACE
6639,BASICO 755 X 1 LTS,LT,TALLER,TAL,ACEITES,ACE
6767,BASICO 756 X 1 LTS,LT,TALLER,TAL,ACEITES,ACE
6551,BASICO 763 X 1 LTS,UN,TALLER,TAL,ACEITES,ACE
6580,BASICO 767 X 1 LTS,LT,TALLER,TAL,ACEITES,ACE
6550,BASICO 768 X 1 LTS,UN,TALLER,TAL,ACEITES,ACE
6611,BASICO 768 X 2 LTS,UN,TALLER,TAL,ACEITES,ACE
6612,BASICO 771 X 3.5 LTS,UN,TALLER,TAL,ACEITES,ACE
6552,"BASICO 772 X 3,5 LTS",UN,TALLER,TAL,ACEITES,ACE
6731,BASICO 775 X 1 LTS,LT,TALLER,TAL,ACEITES,ACE
6555,BASICO 777 X 1 LTS,UN,TALLER,TAL,ACEITES,ACE
6553,BASICO 789 X 1 LTS,LT,TALLER,TAL,ACEITES,ACE
6730,BASICO 790 X 1 LTS,LT,TALLER,TAL,ACEITES,ACE
6554,BASICO 952 X 1 LTS,LT,TALLER,TAL,ACEITES,ACE
6557,BASICO 957 X 1 LTS,LT,TALLER,TAL,ACEITES,ACE
6556,BASICO 958 X 1 LTS,LT,TALLER,TAL,ACEITES,ACE
6637,BASICO 966 X 1 LTS,LT,TALLER,TAL,ACEITES,ACE
6643,BASICO 977 X 1 LTS,LT,TALLER,TAL,ACEITES,ACE
6660,BASICO799 X 1 LTS,UN,TALLER,TAL,ACEITES,ACE
6658,BASICOS 946 X 1 LTS,UN,TALLER,TAL,ACEITES,ACE
4200,BATERIA,UN,TALLER,TAL,ELECTRICIDAD,ELE
3014,BATERIA 12V X 180 AMP,UN,TALLER,TAL,ELECTRICIDAD,ELE
4106,Bateria Adicional 2350 mAh,UN,TALLER,TAL,ELECTRICIDAD,ELE
6735,BIDON DE NAFTA,UN,TALLER,TAL,ACEITES,ACE
8007,BIDON METALICO 20 LTS.,UN,TALLER,TAL,FERRETERIA,FER
6546,BIDONES DE 5LTS,UN,TALLER,TAL,FERRETERIA,FER
2094,BIDONES METALICOS PARA COMBUSTIBLE,UN,TALLER,TAL,FERRETERIA,FER
2097,BIDONES PLASTICOS PARA COMBUSTIBLES,UN,TALLER,TAL,FERRETERIA,FER
6692,BOCALLAVE ENC 3/8 S/L 15MM,UN,TALLER,TAL,HERRAMIENTAS,HER
6693,BOCALLAVE ENC 3/8 S/L 3/8´´,UN,TALLER,TAL,HERRAMIENTAS,HER
6703,BOCALLAVE EXAG ENC 1/4 10MM,UN,TALLER,TAL,HERRAMIENTAS,HER
6694,BOCALLAVE PTA TORX ENC 3/8 T-30,UN,TALLER,TAL,HERRAMIENTAS,HER
6695,BOCALLAVE PTA TORX ENC 3/8 T-40,UN,TALLER,TAL,HERRAMIENTAS,HER
6696,BOCALLAVE PTA TORX ENC 3/8 T-45,UN,TALLER,TAL,HERRAMIENTAS,HER
6527,BOLSAS DE RESIDUOS,UN,TALLER,TAL,FERRETERIA,FER
4159,BOLSINES PARA ENCOMIENDA,UN,TALLER,TAL,FERRETERIA,FER
4172,BOLSO + BOTINERO,UN,TALLER,TAL,EPP,EPP
4170,BOQUILLAS PARA AL-6000,UN,TALLER,TAL,FERRETERIA,FER
4012,BOTELLONES DE AGUA,UN,TALLER,TAL,FERRETERIA,FER
4008,BOTIQUIN,UN,TALLER,TAL,FERRETERIA,FER
5153,Buzo POLAR PESADO BLANCO,UN,TALLER,TAL,ROPA,ROP
6013,CABALLETES,UN,TALLER,TAL,FERRETERIA,FER
3061,CABINA DORMITORIO BLANCA,UN,TALLER,TAL,FERRETERIA,FER
3062,CABINA DORMITORIO GRIS,UN,TALLER,TAL,FERRETERIA,FER
3069,CABINA DORMITORIO M. BENZ,UN,TALLER,TAL,FERRETERIA,FER
215,CABLE,MT,TALLER,TAL,ELECTRICIDAD,ELE
6803,"CABLE BIPOLAR 2 X 1,5",UN,TALLER,TAL,ELECTRICIDAD,ELE
6685,CABLE ENVAINADO 2-4MM,MT,TALLER,TAL,ELECTRICIDAD,ELE
205,CABLE SINTENAX DE 4 X 4 MM2,MT,TALLER,TAL,ELECTRICIDAD,ELE
2081,CABLES CON PINZAS PARA CARGAR BATERIAS,UN,TALLER,TAL,ELECTRICIDAD,ELE
2103,CADENA GALVANIZADA,MT,TALLER,TAL,TRANSMISION,TRN
8022,CADENA HIELO NIEVE,UN,TALLER,TAL,TRANSMISION,TRN
2082,CADENA Nº 80,KG,TALLER,TAL,TRANSMISION,TRN
8035,CADENA N40,MT,TALLER,TAL,TRANSMISION,TRN
2102,CADENA PLASTICA PARA DEMARCACION,MT,TALLER,TAL,TRANSMISION,TRN
8035,CADENA PARA AUXILIO,UN,TALLER,TAL,TRANSMISION,TRN
2075,CADENAS DUALES PARA NIEVE MEDIDA 275 X 80 X 22.5,UN,TALLER,TAL,TRANSMISION,TRN
2076,CADENAS DUALES PARA NIEVE MEDIDA 295 X 80 X 22.5,UN,TALLER,TAL,TRANSMISION,TRN
2074,CADENAS SIMPLE PARA NIEVE MEDIDA 255 X 70 X 22.5,UN,TALLER,TAL,TRANSMISION,TRN
239,CAJA,UN,TALLER,TAL,FERRETERIA,FER
6746,CAJA CORRUGADO PARA ARCHIVO,UN,TALLER,TAL,FERRETERIA,FER
2067,CAJA DE CINTA ANCHA 24 UN.,UN,TALLER,TAL,FERRETERIA,FER
2065,CAJA DE CINTA ANCHA POR 48 MM.,UN,TALLER,TAL,FERRETERIA,FER
2007,CAJA DE SEGURIDAD CON BUZON,UN,TALLER,TAL,ROPA,ROP
6699,CAJA P-HTAS 19´´,UN,TALLER,TAL,FERRETERIA,FER
6540,CAJA PLASTICA REPLAST 4871 367x200x145,UN,TALLER,TAL,FERRETERIA,FER
4167,CAJAS DE SEGURIDAD,UN,TALLER,TAL,FERRETERIA,FER
4029,CAJAS FIN DE AÑO,UN,TALLER,TAL,FERRETERIA,FER
6802,CAJON DE HERRAMIENTAS PARA SEMI / SIDER,UN,TALLER,TAL,HERRAMIENTAS,HER
4002,CAJONERA,UN,TALLER,TAL,FERRETERIA,FER
2106,CALCO CIPET GRANDES 80X18,UN,TALLER,TAL,CALCOS Y CARTELES,CYC
2104,CALCO CIPET CHICOS 40X16,UN,TALLER,TAL,CALCOS Y CARTELES,CYC
8003,CALCOMANIA DE ALTO RIESGO,UN,TALLER,TAL,CALCOS Y CARTELES,CYC
2105,CALCOS CIPET MEDIANOS 60X13,UN,TALLER,TAL,CALCOS Y CARTELES,CYC
2107,CALCOS CORTA CORRIENTE 10X10 FONDO ROJO,UN,TALLER,TAL,CALCOS Y CARTELES,CYC
2016,CALCOS JUEGOS DE NUMEROS SENASA,UN,TALLER,TAL,CALCOS Y CARTELES,CYC
2015,CALCOS JUEGOS DE TEXTO SENASA,UN,TALLER,TAL,CALCOS Y CARTELES,CYC
2012,CALCOS JUEGOS DE TEXTO Y NUMEROS SENASA,UN,TALLER,TAL,CALCOS Y CARTELES,CYC
2010,CALCOS LOGO FURLONG PARA LOS TRACTORES,UN,TALLER,TAL,CALCOS Y CARTELES,CYC
2013,CALCOS NUMEROS DE PATENTES,UN,TALLER,TAL,CALCOS Y CARTELES,CYC
2011,CALCOS NUMEROS INTERNOS PARA LOS TRACTORES,UN,TALLER,TAL,CALCOS Y CARTELES,CYC
5154,CALCOS PARA DESPACHO DE MERCADERIA,UN,TALLER,TAL,CALCOS Y CARTELES,CYC
2086,CALCULADORA CON TESTIGO(ROLLO DE PAPEL),UN,TALLER,TAL,FERRETERIA,FER
4023,CAMARAS,UN,TALLER,TAL,FERRETERIA,FER
3076,CAMARAS DE COMUNICACIÓN,UN,TALLER,TAL,FERRETERIA,FER
4150,CAMBIO LOGO EN CAMISAS,UN,TALLER,TAL,ROPA,ROP
6545,CANDADO Nº 40,UN,TALLER,TAL,FERRETERIA,FER
2025,CANDADOS,UN,TALLER,TAL,FERRETERIA,FER
218,CAÑO,UN,TALLER,TAL,HIERROS,HIE
212,CAÑO MONOTUBO,UN,TALLER,TAL,HIERROS,HIE
219,CAÑO TEE,MT,TALLER,TAL,CONEXIONES,CON
50,CANON BASE,UN,TALLER,TAL,FERRETERIA,FER
6751,"CAÑOS DE 2 "" X 6 MTS. X 2 MM",UN,TALLER,TAL,HIERROS,HIE
2051,CARRETA DE CARGA CON RUEDAS NEUMATICAS,UN,TALLER,TAL,FERRETERIA,FER
6709,CARRITO UTILITARIO PROTO,UN,TALLER,TAL,FERRETERIA,FER
6544,CARRITOS,UN,TALLER,TAL,FERRETERIA,FER
234,CARRO,UN,TALLER,TAL,FERRETERIA,FER
4015,CARTA CONDUCTOR,MI,TALLER,TAL,FERRETERIA,FER
1900,CARTELERIA,UN,TALLER,TAL,CALCOS Y CARTELES,CYC
4169,CARTUCHO (TONERS),UN,TALLER,TAL,FERRETERIA,FER
11,CASCO DE SEGURIDAD AMARILLO (COMPLETOS),UN,TALLER,TAL,EPP,EPP
8030,CASCOS CON MENTONERA,UN,TALLER,TAL,EPP,EPP
14,CASQUETES PARA GORRA,UN,TALLER,TAL,ROPA,ROP
6743,CATALIZADOR 3070 X 1 LT,LT,TALLER,TAL,FERRETERIA,FER
6622,CATALIZADOR 4 TLS,UN,TALLER,TAL,FERRETERIA,FER
