producto_codigo,producto_nombre,codigo_softland,descripcion,cantidad,um,seccion,observaciones,plano,categoria
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,10110,CINTAS METRICAS 25 MTS ( Metalica ),0.1,UN,PLEGADO 26 ( Soporte caja distribuidora),"Cinta Metrica EVEL de 25 mts Homologada, A235, DNCI n°311/2001",,FERRETERIA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,10468,TUBO PARA TORNILLO AUTORROSCANTE DE 3/8,0.1,UN,PLEGADO 26 ( Soporte caja distribuidora),,solo cambio la medida,HIERROS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,10266,CARETA PLASTICA FRAVIDA VISOR LEVADIZO,0.2,UN,PLEGADO 26 ( Soporte caja distribuidora),,,FERRETERIA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,10425,Lapiz metalico para trazado,0.1,UN,PLEGADO 26 ( Soporte caja distribuidora),,,FERRETERIA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,10359,GUANTES MOTEADOS,16.0,UN,PLEGADO 26 ( Soporte caja distribuidora),,,EPP
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,10427,ANTEOJO DE SEGURIDAD COLOR NEGRO,2.0,UN,PLEGADO 26 ( Soporte caja distribuidora),,,FERRETERIA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,10018,VIDRIOS NEGROS PARA CARETA N° 10,4.0,UN,PLEGADO 26 ( Soporte caja distribuidora),107 x 50mm,,FERRETERIA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,10426,VIDRIOS NEGROS PARA CARETA N° 12,4.0,UN,PLEGADO 26 ( Soporte caja distribuidora),107 x 50mm,,FERRETERIA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,10080,"MECHA DE 6,5",3.0,UN,PLEGADO 26 ( Soporte caja distribuidora),,,FERRETERIA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,10139,CINTA DE PAPEL,2.0,UN,PLEGADO 26 ( Soporte caja distribuidora),,,FERRETERIA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,10340,HILO DE ALBAÑIL,0.1,UN,PLEGADO 26 ( Soporte caja distribuidora),,,FERRETERIA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,10176,CEPILLO DE ALAMBRE CON MANGO,0.5,UN,PLEGADO 26 ( Soporte caja distribuidora),con mango de madera,,HIERROS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,,CAJA DE TIZA,0.25,UN,PLEGADO 26 ( Soporte caja distribuidora),DE 100 UNIDADES,GENERAR CODIGO,FERRETERIA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,,PROTECTOR AUDITIVOS,0.25,UN,PLEGADO 26 ( Soporte caja distribuidora),"DE SILICONA CON CORDON, CAJA DE 100 UNIDADES",GENERAR CODIGO,FERRETERIA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,,BARBIJOS CON FILTRO DESCARTABLES,10.0,UN,PLEGADO 26 ( Soporte caja distribuidora),,GENERAR CODIGO,EPP
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,,GOTAS PARA LOS OJOS TIPO COLIRIO,1.0,UN,PLEGADO 26 ( Soporte caja distribuidora),INDICADO PARA EL DESCANSO DE OJO DEL SOLDADOR,GENERAR CODIGO,FERRETERIA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,10042,NIVEL DE GOTA ( Marca Bremen),0.5,UN,PLEGADO 26 ( Soporte caja distribuidora),Marca Bremen,,FERRETERIA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,10037,HOJAS DE SIERRA 24 DIENTES ( Marca Bremen),10.0,UN,PLEGADO 26 ( Soporte caja distribuidora),Marca Bremen,,FERRETERIA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,10047,ARCOS DE SIERRAS EXTENSIBLES,0.1,UN,PLEGADO 26 ( Soporte caja distribuidora),,,FERRETERIA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,10101,GUANTES PVC,0.1,UN,PLEGADO 26 ( Soporte caja distribuidora),,,EPP
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,10050,CRIQUET BOTELLA 12 TONELADAS,0.1,UN,PLEGADO 26 ( Soporte caja distribuidora),,,FERRETERIA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,10466,CUTER,0.5,UN,PLEGADO 26 ( Soporte caja distribuidora),,,FERRETERIA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,10030,MTS DE MANGUERA PLASTICA DE 11 ALTA PRES 1/2,5.0,MTS,PLEGADO 26 ( Soporte caja distribuidora),,,HIDRAULICA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,10165,PORTA PUNTA DE CONTACTO STANDARD TORCHA 25,4.0,UN,PLEGADO 26 ( Soporte caja distribuidora),,,SOLDADURA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,10189,"Rollo de estaño 0,7mm de 250gr",0.1,UN,PLEGADO 26 ( Soporte caja distribuidora),60 % Estaño 40 % Plomo,,FERRETERIA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,10552,AEROSOL DE TINTA PENETRANTE ( MARCA SPOT CHECK ) SKL - WP,0.1,UN,PLEGADO 26 ( Soporte caja distribuidora),En aerosol de 280 g / 405 ml - penetrante visible lavable con agua tipo 2 - metodo A - nivel 2,,PINTURA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,10553,AEROSOL REVELADOR DE TINTAS PENETRANTE ( MARCA ( MARCA SPOT CHEK ) SKD - S2,0.1,UN,PLEGADO 26 ( Soporte caja distribuidora),En aerosol de 330 g - revelador ASTM E1417,,PINTURA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,1134,Conjunto de pecho en chapa Domex,1.0,UN,PLEGADO 26 ( Soporte caja distribuidora),Chapa Domex,305.11C.01.00004,GUIAS RAMPAS Y PECHO
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,1176,CARTEL INTERNACIONAL DE 1.5 MTS. X 2 MTS.,1.0,UN,PLEGADO 26 ( Soporte caja distribuidora),,305.11C.06.00000,CALCOS Y CARTELES
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,1187,NUMEROS ( SOLO NUMEROS 1-2-3 Y 4,12.0,UN,PLEGADO 26 ( Soporte caja distribuidora),"Tipografía ""Impact"" (12x6) Tamaño 118mm",Hernan Braga Menendez,FERRETERIA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,1185,CALCO GRANDE,2.0,UN,PLEGADO 26 ( Soporte caja distribuidora),,Hernan Braga Menendez,CALCOS Y CARTELES
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,,PLANCHA CALCOS COLORES 10 mm de diametro,4.0,UN,PLEGADO 26 ( Soporte caja distribuidora),Calcos indicadores de sistema hidráulico (1 PLANCHA CONTENIENDO 10 COLORES DIFERENTES X DUPILCADO),Generar Codigo,CALCOS Y CARTELES
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,,Flecha indicatoria sube y baja,6.0,UN,PLEGADO 26 ( Soporte caja distribuidora),Leyenda ( Sube + Baja + flechas ) 15 mm de alto,Generar Codigo,FERRETERIA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,1189,"tara 17,500 cm 34,500",1.0,UN,PLEGADO 26 ( Soporte caja distribuidora),"Tipografía ""Block Wide Bold"" Tamaño 37mm",Hernan Braga Menendez,FERRETERIA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,1184,maxima 80,2.0,UN,PLEGADO 26 ( Soporte caja distribuidora),Círculo reflectivo Velocidad Máxima 80 Panal abeja Blanco,Hernan Braga Menendez,FERRETERIA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,1182,reflectiva cebrada,2.0,UN,PLEGADO 26 ( Soporte caja distribuidora),Cinta reflectiva grado diamante color blanca y roja cebrada de 75mm de ancho x 500mm de largo,,CALCOS Y CARTELES
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,1183,"BANDA REFLECTIVA INTERNACIONAL DE 0,50 X 30 CM",48.0,UN,PLEGADO 26 ( Soporte caja distribuidora),Cinta reflectiva grado diamante color blanca y roja de 50mm de ancho x 300mm de largo,,CALCOS Y CARTELES
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,1210,LIQUIDO HIDRAULICO BP 46,160.0,LTS,PLEGADO 26 ( Soporte caja distribuidora),Grado ISO 46; MARCA YPF,,ACEITES
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,10070,GRASA LIMIT MO2,0.3,KG,PLEGADO 26 ( Soporte caja distribuidora),"Grado NGLI 2, de litio con bisulfuro de molibdeno; MARCA YPF, EN LATA DE 18 KG SIN EXCEPCIÓN.",,ACEITES
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,1010,TACO DE GOMA,2.0,UN,PLEGADO 26 ( Soporte caja distribuidora),,305.11C.05.00012,TACOS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,10003,KG DE CO2 (TUBOS DE 25 KG),250.0,KG,PLEGADO 26 ( Soporte caja distribuidora),(RECARGA 10 TUBOS POR BATEA),,FERRETERIA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,10005,"ROLLO DE ALAMBRE PARA SOLDAR 1,2 MM X 15 KG",6.0,UN,PLEGADO 26 ( Soporte caja distribuidora),ISO 14341 A G 42 3 M G3Si1,,SOLDADURA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,10089,MANOMETRO PARA CO2 + REGULADOR DE PRESION,0.25,UN,PLEGADO 26 ( Soporte caja distribuidora),"Manometro (Rango: 0-400 bar) / Regulador : Presión de Entrada 200bar, Regulador : Presión de Salida 2,5bar; Caudal Nominal 30l/min para rosca fina UNF 7/8 (14h)",,FERRETERIA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,10007,"MD 9 PUNTA DE CONTACTO 1,2",14.0,UN,PLEGADO 26 ( Soporte caja distribuidora),,,FERRETERIA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,10008,PD 0063-11 BOQUILLA LARGA DURACION,30.0,UN,PLEGADO 26 ( Soporte caja distribuidora),,,FERRETERIA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,10009,PR 0065 ELECTRODO LARGO HF CB 50 (1518H),30.0,UN,PLEGADO 26 ( Soporte caja distribuidora),,,SOLDADURA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,10015,ANTIADHERENTE PARA SOLDADURA AEROSOL ( OPCION EN PASTA ) IDEAL 50 Y 50 DEL TOTAL,3.0,UN,PLEGADO 26 ( Soporte caja distribuidora),,,SOLDADURA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,10093,MC TOBERA EXTERNA PLUS 25 (0023),8.0,UN,PLEGADO 26 ( Soporte caja distribuidora),,,SOLDADURA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,10094,TORCHA PARA PLASMA CB 50,0.25,UN,PLEGADO 26 ( Soporte caja distribuidora),,,SOLDADURA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,10134,TORCHA PARA MIG,0.25,UN,PLEGADO 26 ( Soporte caja distribuidora),,,SOLDADURA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,10010,PE 0007 DIFUSOR AIRE HY 40 CB 50,2.0,UN,PLEGADO 26 ( Soporte caja distribuidora),,,FERRETERIA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,10014,PC 003 TOBERA EXTERNA DE PROTECCION ( PLASMA ),0.1,UN,PLEGADO 26 ( Soporte caja distribuidora),,,SOLDADURA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,10166,SIRGA PARA MIG,0.5,UN,PLEGADO 26 ( Soporte caja distribuidora),,,SOLDADURA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,8104,"CLAN CIERRE RAPIDO VERTICAL BRAZO ""U"" (MODELO CRU12U)",2.0,UN,CIERRE PARA BATEA,"CIERRE RAPIDO VERTICAL BRAZO ""U"" CORREDERA BASE PLANA, MODELO CR 12 U, EN ACERO SAE 1010, TERMINACIÓN ZINCADA, FUERZA DE RETENCION: 280 KG, PESO APROX: 580 GRS, MOVIMIENTO MANIJA 50° - BRAZO 70°, BUJE",,FERRETERIA
KIT-FRENO-SABS,KIT FRENO SIN ABS,3998,CODO DE 3/8 GAS A 3/8 C/VIROLA INCORP,1.0,UN,FRENOS,Codo de 3/8 gas a 3/8 con virola incorporada para tuerca de 9/16,,HIDRAULICA
KIT-FRENO-SABS,KIT FRENO SIN ABS,4072,ADAPTADOR DE 1/4 GAS A 1/2 C/ VIROLA IN,2.0,UN,FRENOS,Adaptador de 1/4 GAS a 1/2 c/ Virola Incorporada y Tuerca de 3/4,,HIDRAULICA
KIT-FRENO-SABS,KIT FRENO SIN ABS,4140,CODO DE 1/2 C/V INC A 3/8 P.GAS ART 009 L 294,1.0,UN,FRENOS,Codo de Bronce de 1/2 c/ Virola incorporada y Tuerca 3/4 a 3/8 GAS,,HIDRAULICA
KIT-FRENO-SABS,KIT FRENO SIN ABS,2085,CODO DE 1/4 NPT,1.0,UN,FRENOS,,,HIDRAULICA
KIT-FRENO-SABS,KIT FRENO SIN ABS,4161,tapon roscado de 1/4,1.0,UN,FRENOS,Tapón Roscado de Hierro 1/4NPT,,HIDRAULICA
KIT-FRENO-SABS,KIT FRENO SIN ABS,4234,R9872 KIT FRENOS SEMI 2 EJES SIN LEVANTE,1.0,UN,FRENOS,Corresponde a Kit R9872 de RG COMERCIAL.,,FRENO Y SUSPENSION
KIT-FRENO-SABS,KIT FRENO SIN ABS,1795,"R 7075 Espiral electrico de 5 fase de 4,5 mts con enganche plastico para ABS",1.0,UN,FRENOS,,,FRENO Y SUSPENSION
KIT-FRENO-SABS,KIT FRENO SIN ABS,4239,R 7448 Manguera de poliamida de 18 x 14 x 5 mts,1.0,UN,FRENOS,Tubo Hytrer negro de 18 exterior x 14 interior,,FRENO Y SUSPENSION
KIT-FRENO-SABS,KIT FRENO SIN ABS,4218,Espiral con punteras amarillas,1.0,UN,FRENOS,Espiral conector de Poliamida Amarillo con conexiones de 3/8NPT de 4.5mts,,FRENO Y SUSPENSION
KIT-FRENO-SABS,KIT FRENO SIN ABS,4219,Espiral con punteras rojas,1.0,UN,FRENOS,Espiral conector de Poliamida Rojo con conexiones de 3/8NPT de 4.5mts,,FRENO Y SUSPENSION
KIT-FRENO-SABS,KIT FRENO SIN ABS,4220,Tubo de poliamida de 3/8,40.0,MTS,FRENOS,"9,52X7,5mmX50mts",,FRENO Y SUSPENSION
KIT-FRENO-SABS,KIT FRENO SIN ABS,4221,Tubo de poliamida de 1/2,20.0,MTS,FRENOS,"12,7X10mmX50mts",,FRENO Y SUSPENSION
KIT-FRENO-SABS,KIT FRENO SIN ABS,4034,PIPETA FIAT 2 LINEAS MACHO (TODOS RECTOS),2.0,UN,FRENOS,Portamangueras 2L. Sin Racord recto con rosca 3/8 GAS,,FRENO Y SUSPENSION
KIT-FRENO-SABS,KIT FRENO SIN ABS,,PIPETA FIAT 2 LINEAS HEMBRA (TODOS RECTOS),2.0,UN,FRENOS,Portamangueras 2L. Sin Racord recto con rosca 3/8 GAS,,FRENO Y SUSPENSION
KIT-FRENO-SABS,KIT FRENO SIN ABS,4069,codo de 1/4 paso gas macho hembra,1.0,UN,FRENOS,"Códo BronceTrafilado 1/4 Hembra 1/4 Macho, paso GAS",,HIDRAULICA
KIT-FRENO-SABS,KIT FRENO SIN ABS,4031,Paso de chapa 3/8,2.0,UN,FRENOS,"Pasachapa con rosca Hembra de 3/8 GAS, Rosca externa para fijación en pasachapa",,HIDRAULICA
