producto_codigo,producto_nombre,codigo_softland,descripcion,cantidad,um,seccion,observaciones,plano,categoria
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,07026,Tubo cuadrado nor fab 160x80x6.35 mm sin costura,12.0,MTS,"CAÑOS, TUBOS Y HIERROS","Tubo S/ Costura conformado, concetración de carbono 0,20% de 160X80x6,35mm de espesor x 12 metros",C/CORTES (ARSEMET/CUFER),HIERROS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5075,"ESTRUCTURAL DE 80 X 40 X 3/16""",22.0,MTS,"CAÑOS, TUBOS Y HIERROS","Tubo C on Costura conformado, concetración de carbono 0,10 % de 80X40x 3/16""mm de espesor // .",,HIERROS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5077,Tubo estructural de 100x60x6 mm,3.0,MTS,"CAÑOS, TUBOS Y HIERROS",TE-20 (Tubo Estructural con carbono 20%),,HIERROS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,370,Caño 60 (2500 mm de largo),28.0,UN,"CAÑOS, TUBOS Y HIERROS","Caño S/ Costura tipo petrolero (E235), concentración de carbono 0,20% de Ø 60.3X4,8mm de espesor",C/CORTES (ARSEMET/CUFER),HIERROS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5054,Caño 73,14.0,MTS,"CAÑOS, TUBOS Y HIERROS","Caño S/ Costura tipo petrolero (E235), concentración de carbono 0,20%, Resistencia a la Tracción 650Mpa Ø73X5.5mm de espesor",,HIERROS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5144,"Caño 60 x 60 x 4,75 mm",246.0,MTS,"CAÑOS, TUBOS Y HIERROS",SAE 1010 / IRAM-IAS ( U 500-2592 ),C/CORTES (ARSEMET/CUFER)contempla tiras de 6 mts,HIERROS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5098,Caño 60 x 60 x 3.2 mm,108.0,MTS,"CAÑOS, TUBOS Y HIERROS",SAE 1010 / IRAM-IAS ( U 500-2592 ),C/CORTES (ARSEMET/CUFER),HIERROS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5148,"Caño 120 x 60 x 4,75 mm",52.0,MTS,"CAÑOS, TUBOS Y HIERROS",SAE 1010 / IRAM-IAS ( U 500-2592 ),C/CORTES (ARSEMET/CUFER),HIERROS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5162,"Tubo estructural de 30x30x 2 ,5 mm",18.0,MTS,"CAÑOS, TUBOS Y HIERROS",TE-20 (Tubo Estructural con carbono 20%),,HIERROS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5164,Tubo estructural de 40x40x3.2 mm,78.0,MTS,"CAÑOS, TUBOS Y HIERROS",TE-20 (Tubo Estructural con carbono 20%) ( AJUSTADO REFORMA YARIS ),,HIERROS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5101,Tubo estructural de 40x40x2 mm,12.0,MTS,"CAÑOS, TUBOS Y HIERROS",TE-20 (Tubo Estructural con carbono 20%),,HIERROS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,394,Tubo estructural de 40x20x2.5 mm,102.0,MTS,"CAÑOS, TUBOS Y HIERROS",TE-20 (Tubo Estructural con carbono 20%),Generar Codigo,HIERROS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5070,"Tubo estructural de 100x40x 4,75 mm",24.0,MTS,"CAÑOS, TUBOS Y HIERROS",TE-20 (Tubo Estructural con carbono 20%),,HIERROS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5099,Tubo estructural de 50x50x2.5 mm,9.0,MTS,"CAÑOS, TUBOS Y HIERROS",TE-20 (Tubo Estructural con carbono 20%),,HIERROS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5100,Tubo estructural 80 x 80 x 6.35 mm,3.0,MTS,"CAÑOS, TUBOS Y HIERROS",TE-20 (Tubo Estructural con carbono 20%),,HIERROS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5004,Hierro redondo de 8mm,1.0,MTS,"CAÑOS, TUBOS Y HIERROS",Grado 1009,,HIERROS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5044,Hierro redondo de 12mm,1.0,MTS,"CAÑOS, TUBOS Y HIERROS",Grado 1016 A3,,HIERROS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5009,Hierro redondo de 19mm (3/4),2.0,MTS,"CAÑOS, TUBOS Y HIERROS",SAE 1045,,HIERROS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5011,Hierro redondo de 30mm (ENTRE 27 Y 30 MM),18.0,MTS,"CAÑOS, TUBOS Y HIERROS",SAE 1045,,HIERROS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5150,Hierro UPN de 60mm,20.0,MTS,"CAÑOS, TUBOS Y HIERROS",IRAM-PNU 6 ( ajustado por refuerzo A2 ),,HIERROS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5152,Hierro UPN de 40mm,3.0,MTS,"CAÑOS, TUBOS Y HIERROS",IRAM-PNU 4,,HIERROS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5047,Schedul 80 42 mm diamero exterior x 32 mm de diametro interior,11.0,MTS,"CAÑOS, TUBOS Y HIERROS","ASTM A53, GR B ( Ajustado reforma Yaris )",,HIERROS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5045,"Schedul 80 33,5 mm diametro exterior x 25,4 mm diametro interior",14.0,MTS,"CAÑOS, TUBOS Y HIERROS","ASTM A53, GR B",,HIERROS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5010,Barra redonda de 22mm,36.0,MTS,"CAÑOS, TUBOS Y HIERROS",SAE 1045,,HIERROS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5001,Barra redonda de 25mm,1.0,MTS,"CAÑOS, TUBOS Y HIERROS",SAE 1045,,HIERROS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5172,Angulo de 1”x3/16”,2.0,MTS,"CAÑOS, TUBOS Y HIERROS",Material F24,,HIERROS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5175,Angulo de 2”x1/4”,14.0,MTS,"CAÑOS, TUBOS Y HIERROS",Material F25,,HIERROS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5197,"Chapas 14 ( 2,55 x 1,5 mts )",9.0,MTS,"CAÑOS, TUBOS Y HIERROS","Calidad Mín F-22, con 21% de Carbono",,HIERROS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5192,Chapa semilla melon de 3/16 (1.5mts x 3mts),6.0,MTS,"CAÑOS, TUBOS Y HIERROS",SAE 1010,,HIERROS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5114,"Planchuela de 1"" x 3/16""",18.0,MTS,"CAÑOS, TUBOS Y HIERROS",Material F24,,HIERROS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5111,"Planchuela de 2"" ½ x 3/8""",18.0,MTS,"CAÑOS, TUBOS Y HIERROS",Material F24 ( ajustado por nervios en A4 ),,HIERROS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5113,"Planchuela de 2"" x 3/16""",6.0,MTS,"CAÑOS, TUBOS Y HIERROS",Material F24,,HIERROS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5115,"Planchuela de 2"" ½ x 3/16""",10.0,MTS,"CAÑOS, TUBOS Y HIERROS",Material F24,,HIERROS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5106,"Planchuela de 4"" x 3/16 """,1.0,MTS,"CAÑOS, TUBOS Y HIERROS",Material F24,,HIERROS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5112,"Planchuela de 1"" x 1/2""",10.0,MTS,"CAÑOS, TUBOS Y HIERROS",Material F24,,HIERROS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5107,"Planchuela de 2"" ½ x ½ """,2.0,MTS,"CAÑOS, TUBOS Y HIERROS",Material F24 ( Ajustado por refuerzo A4 ),,HIERROS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5110,"Planchuela de 4"" x 3/8""",6.0,MTS,"CAÑOS, TUBOS Y HIERROS",Material F24,,HIERROS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,6653,"CAÑOS DE LUZ 5/8"" sin pintar",3.0,MTS,"CAÑOS, TUBOS Y HIERROS","Caño C/ Costura, concentración de carbono 0,10% mod 19-1",,HIERROS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,2175 A,Piston doble efecto diametro exterior 60mm (Base epoxi poliuretano blanco),2.0,UN,"CAÑOS, TUBOS Y HIERROS",Ver largo niple de conexión minimo 20 mm ( ACTUAL ),305.11C.06.2175,CILINDROS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,2175 B,Piston doble efecto diametro exterior 60mm (Base epoxi poliuretano blanco),8.0,UN,"CAÑOS, TUBOS Y HIERROS",Ver largo niple de conexión minimo 20 mm ( MODIFICADO ENGANCHE CULATA ),,CILINDROS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,2176,Piston doble efecto diâmetro exterior 73mm (Base epoxi poliuretano blanco),6.0,UN,"CAÑOS, TUBOS Y HIERROS",,305.11C.06.2176,CILINDROS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,2241,"CILINDRO HIDRAULICO 2"" X 1350 X 31.75MM C/OJOS (Base epoxi poliuretano blanco)",1.0,UN,"CAÑOS, TUBOS Y HIERROS",Niple de conexion debe venir en el mismo sentido del buje de anclaje del cilindro .,305.11C.06.2241,CILINDROS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,2402,CILINDROS COMPENSADO 100 X 46 mm (Base epoxi poliuretano blanco),1.0,UN,"CAÑOS, TUBOS Y HIERROS","Estos cilindros se deben comprar al mismo proveedor, ya que corresponde a una pareja de cilindros.",,CILINDROS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,2403,CILINDROS COMPENSADO 111 X 48 mm (Base epoxi poliuretano blanco),1.0,UN,"CAÑOS, TUBOS Y HIERROS",,,CILINDROS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,2100 B,Cilindros 1735 Bandera B2 Nueva (Base epoxi poliuretano blanco),2.0,UN,"CAÑOS, TUBOS Y HIERROS",Segun planos,,CILINDROS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,2233,Cilindros 4 tramos,2.0,UN,"CAÑOS, TUBOS Y HIERROS",Segun planos,,CILINDROS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,05003,Rampa R1 F36 (Según desglose):,25.2,MTS,"CAÑOS, TUBOS Y HIERROS",Chapa F36 ( AJUSTADO REFORMA YARIS ) - Respetar planos y tramos del detalle debajo:,305.11C.06.05003,GUIAS RAMPAS Y PECHO
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,,Plano A1,6.74,MTS,"CAÑOS, TUBOS Y HIERROS","2 Tramos de 0,75 mts (GRABADO ""FIJO A1"")",,FERRETERIA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,,Plano B1 A,2.5,MTS,"CAÑOS, TUBOS Y HIERROS","2 Tramos de 1,25 mts (GRABADO ""B1A"")",,FERRETERIA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,,Plano B2,6.12,MTS,"CAÑOS, TUBOS Y HIERROS","2 Tramos de 1,17 mts (GRABADO ""FIJO B2"")",,FERRETERIA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,,Plano Bajo B2 1,4.0,MTS,"CAÑOS, TUBOS Y HIERROS","2 Tramos de 2,00 mts (GRABADO ""FIJO BAJO B2 1"")",,FERRETERIA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,,Plano Bajo B2 2,4.6,MTS,"CAÑOS, TUBOS Y HIERROS","2 Tramos de 2,30 mts (GRABADO ""FIJO BAJO B2 2"")",,FERRETERIA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,,Plano Rampa Puente,4.86,MTS,"CAÑOS, TUBOS Y HIERROS","2 Tramos de 2,43 mts (GRABADO ""RAMPA PUENTE"")",,GUIAS RAMPAS Y PECHO
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,,Plano B4,5.4,MTS,"CAÑOS, TUBOS Y HIERROS","2 Tramos de 2,70 mts (GRABADO ""B4"")",,FERRETERIA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5046,RAMPA PLEGADO R9 UN NERVIO INVERTIDO (Según desglose):,29.38,MTS,"CAÑOS, TUBOS Y HIERROS",Chapa F36 - Respetar planos y tramos del detalle debajo:,,GUIAS RAMPAS Y PECHO
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,,Plano A2,8.66,MTS,"CAÑOS, TUBOS Y HIERROS","2 Tramos de 4,33 mts (GRABADO ""A2"")",,FERRETERIA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,,Plano Piso Fijo A2,3.34,MTS,"CAÑOS, TUBOS Y HIERROS","2 Tramos de 1,67 mts (GRABADO ""PISO FIJJO A2"")",,FERRETERIA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,,Plano Piso Fijo A3,5.52,MTS,"CAÑOS, TUBOS Y HIERROS","2 Tramos de 2,76 mts (GRABADO ""PISO FIJO A3"")",,FERRETERIA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,,Plano A4,6.0,MTS,"CAÑOS, TUBOS Y HIERROS","2 Tramos de 3,00 mts (GRABADO ""A4"")",,FERRETERIA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,,Plano A5,7.82,MTS,"CAÑOS, TUBOS Y HIERROS","2 Tramos de 2,93 mts (GRABADO ""A5"")",,FERRETERIA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,05091,R2 RAMPAS DE 2730MM X 1.8MM DE ESPESOR,5.46,MTS,"CAÑOS, TUBOS Y HIERROS","Chapa Domex - 2 Tramos de 2,73 mts (GRABADO ""R2 - B1 B"")",305.11C.06.05091,GUIAS RAMPAS Y PECHO
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5038,R3 PATAS DESIGUALES RAMPA PLEGADA Y ABOCARDADA CHAPA F36 EN 1/8 ESPESOR S/PLANO (Según desglose):,9.68,MTS,"CAÑOS, TUBOS Y HIERROS",Chapa F36 - Respetar planos y tramos del detalle debajo:,305.11C.06.00101,GUIAS RAMPAS Y PECHO
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,,Plano B5,6.6,MTS,"CAÑOS, TUBOS Y HIERROS","2 Tramos de 3,00 mts (GRABADO ""R3 PATA DESIGUAL B5"")",,FERRETERIA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5039,R3 PATAS IGUALES RAMPA PLEGADA Y ABOCARDADA CHAPA F36 EN 1/8 ESPESOR S/PLANO,4.9,MTS,"CAÑOS, TUBOS Y HIERROS","Chapa F36 - 2 Tramos de 2,45 mts (GRABADO ""R. DE CARGA"")",305.11C.06.05089,GUIAS RAMPAS Y PECHO
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5119,R 10 PLEGADO Y ABOCARDADO SEGUN PLANO (RAMPA A1) (Según desglose):,5.84,MTS,"CAÑOS, TUBOS Y HIERROS",Chapa F36 de 1/8 de espesor - Respetar planos y tramos del detalle debajo:,,OXICORTE
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,,Plano Fijo A1,0.6,MTS,"CAÑOS, TUBOS Y HIERROS","2 Tramos de 0,30 mts (GRABADO ""R10 Fijo A1)",,FERRETERIA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,05084,CHAPA PUNZONADA DE 1/8 De 300 MM x 2100 MM Chapa R8,4.2,MTS,"CAÑOS, TUBOS Y HIERROS","Chapa F36 - 2 Tramos de 2,10 mts (GRABADO ""PUNZONADO A1"")",,HIERROS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5118,CHAPA PUNZONADA DE 1/8 DE 580MM X SEGÚN PLANO Chapa R7 (Según desglose):,9.62,MTS,"CAÑOS, TUBOS Y HIERROS",Chapa F36 1/8 Espesor - Respetar planos y tramos del detalle debajo:,,HIERROS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,,Plano B6,2.8,MTS,"CAÑOS, TUBOS Y HIERROS","2 Tramos de 1,40 mts (GRABADO ""RAMPA B6"")",,FERRETERIA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,,Plano FIJA B6,1.96,MTS,"CAÑOS, TUBOS Y HIERROS","2 Tramos de 0,98 mts (GRABADO ""RAMPA FIJA B6"")",,FERRETERIA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,,Plano A5 2,2.2,MTS,"CAÑOS, TUBOS Y HIERROS","2 tramos de 1,10 mts (GRABADO ""RAMPA Movil A5 2 )",,FERRETERIA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,05062,G1 PLEGADO Y PUNZONADO EN CHAPA SAE 1010 1/4 ESPESOR S/PLANO Version 3,6.6,MTS,"CAÑOS, TUBOS Y HIERROS","Chapa SAE 1010 en 2 tramos de 3,30 mts sin añadir con soldadura",Guia G1 Version 3,OXICORTE
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5094,G2 NUEVA VERSION,0.7,MTS,"CAÑOS, TUBOS Y HIERROS","Chapa SAE 1010 en 1 tramo de 0,70 mts",GUIA2 NUEVA VERSION,FERRETERIA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5069,Guia G8,6.0,MTS,"CAÑOS, TUBOS Y HIERROS","Chapa SAE 1010 en 2 tramos de 3,00 mts",Guia G8,GUIAS RAMPAS Y PECHO
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,395,G2 VIEJA VERSION,1.4,MTS,"CAÑOS, TUBOS Y HIERROS","Chapa SAE 1010 en 2 tramos de 0,70 mts",G2 VIEJA VERSION,FERRETERIA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5093,Guia G4,11.32,MTS,"CAÑOS, TUBOS Y HIERROS","Chapa SAE 1010 en 4 trozos de 2,83 mts",Guia G4,GUIAS RAMPAS Y PECHO
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5317,Guia G5,11.32,MTS,"CAÑOS, TUBOS Y HIERROS","Chapa SAE 1010 en 4 trozos de 2,83 mts",Guia G5,GUIAS RAMPAS Y PECHO
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5026,Guia G9 (rampas de cola),0.78,MTS,"CAÑOS, TUBOS Y HIERROS","Chapa SAE 1010 en 2 tramos de 0,39 mts",Guia G9,GUIAS RAMPAS Y PECHO
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5146,Guia G10 nueva en bandera B2,7.66,MTS,"CAÑOS, TUBOS Y HIERROS","Chapa SAE 1010 en 2 tramos de 3,83 mts",Guia G10,GUIAS RAMPAS Y PECHO
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5147,Guia G11 interior de G10 (nueva en bandera B2),0.5,MTS,"CAÑOS, TUBOS Y HIERROS","Chapa SAE 1010 en 2 tramos de 0,25 mts",Guia G11,GUIAS RAMPAS Y PECHO
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5149,Manijon de Bandera B2,0.74,MTS,"CAÑOS, TUBOS Y HIERROS","En 3/8 de espesor en 2 tramos de 0,37 mts",Manijon de bandera B2,FERRETERIA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5310,ATA LONA MANIJA,84.0,UN,"CAÑOS, TUBOS Y HIERROS",Grado 1009 SAE 1020,Ata Lona Manija,LONAS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5309,ENGANCHE PARA LINGA (VIVORITA),10.0,UN,"CAÑOS, TUBOS Y HIERROS","Hierro Redondo de 12mm; Estructural 1/2 40x40x 3,2mm",Enganche para linga(Vivorita),FERRETERIA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5169,CAJON DE HERRAMIENTAS,1.0,UN,"CAÑOS, TUBOS Y HIERROS",Chapa 14 SAE 1010,Cajon de Herramientas,FERRETERIA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5156,PERFIL C EXTERIOR DE 23 X 41 X 112 X 41 X 23 ( Plegado G10 ),9.0,MTS,"CAÑOS, TUBOS Y HIERROS","Chapa F36 en 3 tramos de 3,00 mts",Plegado G10,OXICORTE
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5157,PERFIL C INTERIOR DE 23 X 30 X 101 X 30 X 23 ( Plegado G11 ),6.0,MTS,"CAÑOS, TUBOS Y HIERROS","Chapa F36 en 2 tramos de 3,00 mts",Plegado G11,OXICORTE
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5318,PARAGOLPE SEGUN PLEGADO (P1 + P2),1.0,JGO,"CAÑOS, TUBOS Y HIERROS",Chapa SAE 1010/ Chapa SAE 1010// corregir descripción . Conjunto P1 + P2,Plagado P1 - Paragolpe,OXICORTE
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5319,seguro de perno delantero y trasero plegado p4,2.0,UN,"CAÑOS, TUBOS Y HIERROS",Chapa 14 SAE 1010/ Chapa 14 SAE 1010,Plegado P4,OXICORTE
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5320,guardabarro plegado p5,2.0,UN,"CAÑOS, TUBOS Y HIERROS",Chapa 14 SAE 1010,Plegado P5 Guardabarro,GUARDAFANGOS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5321 A,juego cartel superior plegado cartel p6,1.0,UN,"CAÑOS, TUBOS Y HIERROS",Chapa 14 SAE 1010 (DERECHO),Plegado P6 A,CALCOS Y CARTELES
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5321 B,juego cartel superior plegado cartel p6,1.0,UN,"CAÑOS, TUBOS Y HIERROS",Chapa 14 SAE 1010 (IZQUIERDO),Plegado P6 B,CALCOS Y CARTELES
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5173,Plegado Bowindous P10,1.0,UN,"CAÑOS, TUBOS Y HIERROS",Chapa 14 SAE 1010,Plegado Bowindous P10,OXICORTE
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5174,Plegado para botonera de comandos hidraulico ( cuerpo - lateral - frente ),1.0,JGO,"CAÑOS, TUBOS Y HIERROS",Chapa 14 SAE 1010,Botonera Cuerpo,OXICORTE
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5145 A,Plegado P12 ( A) 2.125 x 0.97,8.0,UN,"CAÑOS, TUBOS Y HIERROS",chapa 16 GALVANIZADA,Plegado P12A,OXICORTE
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5145 B,Plegado P12 (B) 2.125 x 1.010,8.0,UN,"CAÑOS, TUBOS Y HIERROS",chapa 16 GALVANIZADA,Plegado P12B,OXICORTE
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5333,Soporte rampa A4 - Placa 1,2.0,UN,"CAÑOS, TUBOS Y HIERROS",,Placa 1,GUIAS RAMPAS Y PECHO
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5334,Soporte rampa A4 - Placa 2,2.0,UN,"CAÑOS, TUBOS Y HIERROS",,Placa 2,GUIAS RAMPAS Y PECHO
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5335 A,"Soporte macizo para varilla diam 22 mm, para caño 60 (Orejas)",10.0,UN,"CAÑOS, TUBOS Y HIERROS",,Soporte de Macizo,HIERROS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5335 B,"Soporte macizo para varilla diam 22 mm, para caño 73 (Orejas)",10.0,UN,"CAÑOS, TUBOS Y HIERROS",,,HIERROS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,5336,Perfil C (Guitarrita Rampa A1) (G12),4.0,MTS,"CAÑOS, TUBOS Y HIERROS",Dimensiones 120mm x 50mm alto en chapa de 3/2 en 2 tramo de 2 mts,Guitarrita Rampa A1,GUIAS RAMPAS Y PECHO
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,2089,Valvula de 4 cuerpos (TODAS DOBLE EFECTO) Marca Venturi con accionamiento 1050 (nuevo),1.0,UN,"CAÑOS, TUBOS Y HIERROS",Comando de Caudal min. 35 l/min presion maxima 220 bar,,VALVULAS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,2090,"Valvula de 5 cuerpos (1ER CUERPO DE IZQ. A DER DE SIMPLE EFECTO, LAS 4 RESTANTES DE DOBLE EFECTO) Marca Venturi con accionamiento 1050 (nuevo)",1.0,UN,"CAÑOS, TUBOS Y HIERROS",Comando de Caudal min. 35 l/min presion maxima 220 bar,,VALVULAS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,2395,Valvula compensadora de presión,1.0,UN,"CAÑOS, TUBOS Y HIERROS","Presion de trabajo max 220 bar, 35 l/min presión.",,VALVULAS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,4232,Manometro para comandos hidraulicos Marca Beyca 0-400,2.0,UN,"CAÑOS, TUBOS Y HIERROS",Presion de trabajo max 220 bar,,HIDRAULICA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,2343,Adaptador 3/4 a 1/2 recto,2.0,UN,"CAÑOS, TUBOS Y HIERROS",,,HIDRAULICA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,1938,Anti vibratorios para caño de 5/8 (dobles) de serie livianos,10.0,UN,"CAÑOS, TUBOS Y HIERROS","Con union media en tornillo , con cuerpo extraible",Generar Codigo,HIERROS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,2283,"Electroválvula c/placa y solenoide , debe traer los enchufes",4.0,UN,"CAÑOS, TUBOS Y HIERROS",Caudal min.35 l/min Presión de trabajo 220 bar. Voltaje bobina 24V. Rosca 3/8 NPT. Con señal luminica de funcionamiento,,ELECTRICIDAD
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,8011,CENTRAL HIDRAULICA DE 24 V.,1.0,UN,"CAÑOS, TUBOS Y HIERROS","Potencia 2.2KW, 125Am; Presión de Trabajo Máx 250bar; Caudal de la Bomba 27 lt/min Largo del chupador 100 mm , debe traer brida de anclaje",,HIDRAULICA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,8013,TANQUE PARA CENTRAL HIDRAULICA DE 60 LTS.,1.0,UN,"CAÑOS, TUBOS Y HIERROS",Ver plano,Tanque Hidráulico,HIDRAULICA
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,2001,caño sin costura de 1/2,250.0,MTS,"CAÑOS, TUBOS Y HIERROS","Caño de Acero recocido, 12,7x1,5mm (ØXESPESOR)",,HIERROS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,2339,caño sin costura de 5/8,10.0,MTS,"CAÑOS, TUBOS Y HIERROS","Caño sin costura recocido de 5/8 de Ø Exterior 12,7mm y Ø Interior 0,9mm y de un Ø exterior de 11,8mm",,HIERROS
BATEA-305,BATEA 305 ECLH - CAÑO CUADRADO,2010,codo de 90º 1/2 npt por 1/2 tubo,10.0,UN,"CAÑOS, TUBOS Y HIERROS","Material Acero Forjado, 1/2 (14h) NPT a 1/2 (14H) Tubo, para Caño de 1/2 Tubo, para presión de trabajo hasta 210kg",,HIDRAULICA
